date,open,high,low,close,volume,Indicator[mal],Indicator[edgeMain],Indicator[mam],Indicator[mas],Indicator[mas_div]*,Indicator[edgeHalf],Indicator[upper_div]*,TradeRecordTable[deadTrade]_long,TradeRecordTable[deadTrade]_short,TradeRecordTable[deadTrade]_release,TradeRecordTable[goldenTrade]_long,TradeRecordTable[goldenTrade]_short,TradeRecordTable[goldenTrade]_release,blank
2007-05-03T11:20:00Z,1.3559,1.3562,1.3559,1.3561,0.0,nan,nan,nan,nan,nan,nan,2.220446049250313e-016,,,,,,,
2007-05-03T11:21:00Z,1.356,1.356,1.356,1.356,0.0,nan,nan,nan,nan,nan,nan,0.0,,,,,,,
2007-05-03T11:22:00Z,1.3559,1.356,1.3559,1.3559,0.0,nan,nan,nan,nan,nan,nan,-4.999999999988347e-005,,,,,,,
2007-05-03T11:23:00Z,1.356,1.356,1.3559,1.3559,0.0,nan,nan,nan,nan,nan,nan,-0.0001250000000001528,,,,,,,
2007-05-03T11:24:00Z,1.356,1.356,1.3559,1.356,0.0,nan,nan,nan,nan,nan,nan,-9.999999999998899e-005,,,,,,,
2007-05-03T11:25:00Z,1.3561,1.3562,1.3561,1.3561,0.0,nan,nan,nan,nan,nan,nan,-7.500000000004725e-005,,,,,,,
2007-05-03T11:26:00Z,1.3562,1.3562,1.356,1.3562,0.0,nan,nan,nan,nan,nan,nan,-4.999999999988347e-005,,,,,,,
2007-05-03T11:28:00Z,1.3563,1.3566,1.3563,1.3565,0.0,nan,nan,nan,nan,nan,nan,5.000000000010552e-005,,,,,,,
2007-05-03T11:29:00Z,1.3564,1.3564,1.3564,1.3564,0.0,nan,nan,nan,nan,nan,nan,4.999999999988347e-005,,,,,,,
2007-05-03T11:30:00Z,1.3565,1.3565,1.3564,1.3565,0.0,nan,nan,nan,nan,nan,nan,0.0001500000000000945,,,,,,,
2007-05-03T11:31:00Z,1.3564,1.3565,1.3562,1.3563,0.0,nan,nan,nan,nan,nan,nan,9.999999999976694e-005,,,,,,,
2007-05-03T11:32:00Z,1.3562,1.3563,1.3562,1.3563,0.0,nan,nan,nan,nan,nan,nan,7.50000000002693e-005,,,,,,,
2007-05-03T11:33:00Z,1.3562,1.3563,1.3562,1.3562,0.0,nan,nan,nan,nan,nan,nan,7.499999999982521e-005,,,,,,,
