date,id,benefit,unrealizedProfit,unrealizedLoss
2012-02-21T09:01:00Z,sampleShortTrade,-0.002220000000000166,0.0005999999999999339,-0.001910000000000078
2012-02-22T03:33:00Z,sampleLongTrade,-0.002580000000000082,0.0008900000000000574,-0.001149999999999984
2012-02-22T11:40:00Z,sampleLongTrade,-0.002810000000000034,0.0,-0.002380000000000049
2012-02-22T14:41:00Z,sampleLongTrade,-0.001960000000000017,8.999999999992348e-005,-0.001290000000000013
2012-02-22T20:22:00Z,sampleShortTrade,-0.001170000000000171,0.0003299999999999415,-0.000439999999999996
2012-02-23T06:07:00Z,sampleLongTrade,0.00174000000000002,0.006659999999999888,-0.0005999999999999339
2012-02-23T10:03:00Z,sampleShortTrade,-0.001100000000000156,0.001189999999999802,-0.0003900000000001125
2012-02-23T18:41:00Z,sampleLongTrade,-0.0007100000000000435,0.0004299999999999304,-0.001100000000000101
2012-02-23T23:38:00Z,sampleShortTrade,-0.001010000000000011,0.0,-0.0003799999999998249
2012-02-24T00:30:00Z,sampleShortTrade,-0.001030000000000142,0.0001299999999999635,-0.000399999999999956
2012-02-24T02:05:00Z,sampleShortTrade,-0.001019999999999854,0.001380000000000159,-4.000000000004e-005
2012-02-24T02:38:00Z,sampleShortTrade,-0.001069999999999959,0.0,-0.0002699999999999925
2012-02-24T02:59:00Z,sampleShortTrade,-0.001160000000000105,0.0,-0.0001500000000000945
2012-02-24T03:39:00Z,sampleShortTrade,-0.001000000000000167,0.0004699999999999704,-0.000300000000000189
2012-02-24T12:04:00Z,sampleLongTrade,-0.0002099999999998765,0.001679999999999904,-0.001269999999999882
2012-02-26T19:55:00Z,sampleShortTrade,-0.001079999999999803,0.0007200000000000539,-0.0003299999999999415
2012-02-26T20:19:00Z,sampleShortTrade,-0.001050000000000051,0.0,-0.000340000000000007
2012-02-26T23:03:00Z,sampleShortTrade,-0.001330000000000108,0.0005399999999999849,-0.0004500000000000615
2012-02-27T02:44:00Z,sampleShortTrade,-0.0009699999999999705,0.001540000000000097,-0.0005499999999998284
2012-02-27T10:15:00Z,sampleShortTrade,0.004150000000000043,0.007170000000000121,0.0
2012-02-27T15:14:00Z,sampleLongTrade,-0.001360000000000083,0.0,-0.0004300000000001525
2012-02-27T15:59:00Z,sampleLongTrade,-0.001220000000000054,2.999999999997449e-005,-0.0004999999999999449
2012-02-27T19:57:00Z,sampleLongTrade,-0.001090000000000091,0.00112000000000001,-0.000439999999999996
2012-02-28T02:34:00Z,sampleLongTrade,0.001390000000000169,0.004240000000000022,-4.999999999988347e-005
2012-02-28T04:10:00Z,sampleLongTrade,-0.002270000000000049,0.0009600000000000719,-0.001840000000000064
2012-02-28T09:10:00Z,sampleShortTrade,-0.001029999999999919,9.999999999998899e-005,-0.0003299999999999415
2012-02-28T11:07:00Z,sampleShortTrade,-0.001120000000000065,0.004129999999999967,-0.000180000000000069
2012-02-29T05:12:00Z,sampleShortTrade,-0.001569999999999904,0.0006099999999999994,-0.0007800000000000029
2012-02-29T05:32:00Z,sampleShortTrade,-0.001150000000000039,0.0005999999999999339,-0.0003900000000001125
2012-02-29T09:10:00Z,sampleShortTrade,-0.001480000000000203,0.0,-0.001360000000000028
2012-02-29T16:57:00Z,sampleShortTrade,0.007729999999999959,0.009160000000000057,-0.0003299999999999415
2012-03-01T01:59:00Z,sampleLongTrade,-0.001159999999999883,0.00163000000000002,-0.000480000000000036
2012-03-01T10:29:00Z,sampleLongTrade,-0.001269999999999937,0.000219999999999887,-0.000480000000000036
2012-03-01T11:08:00Z,sampleLongTrade,-0.001239999999999963,0.0,-0.0004299999999999304
2012-03-01T11:37:00Z,sampleLongTrade,-0.001030000000000142,0.0,-0.0003300000000001635
2012-03-01T20:05:00Z,sampleLongTrade,-0.001039999999999985,0.0009900000000000464,-0.0004499999999998394
2012-03-01T21:37:00Z,sampleLongTrade,-0.001099999999999934,0.000280000000000058,-0.000380000000000047
2012-03-02T09:23:00Z,sampleShortTrade,0.006520000000000026,0.008629999999999916,-0.0002699999999999925
2012-03-02T10:21:00Z,sampleShortTrade,-0.001350000000000017,0.001369999999999871,-0.001300000000000079
2012-03-04T18:51:00Z,sampleLongTrade,-0.001129999999999908,1.000000000006551e-005,-0.000259999999999927
2012-03-04T21:52:00Z,sampleLongTrade,-0.001069999999999959,0.001410000000000133,-0.0004500000000000615
2012-03-05T01:44:00Z,sampleLongTrade,-0.001169999999999948,8.000000000008001e-005,-0.0003899999999998904
2012-03-05T05:18:00Z,sampleLongTrade,-0.001460000000000072,0.0,-0.0008900000000000574
