date,id,benefit,unrealizedProfit,unrealizedLoss
2012-03-05T05:36:00Z,sampleLongTrade,-0.001639999999999919,0.0,-0.0008899999999998354
2012-03-05T10:21:00Z,sampleLongTrade,-0.0004700000000000255,0.00340000000000007,-0.000179999999999847
2012-03-05T12:59:00Z,sampleLongTrade,0.0003799999999999919,0.001829999999999998,-0.000240000000000018
2012-03-06T00:52:00Z,sampleShortTrade,-0.0004500000000001165,0.001940000000000053,-0.000320000000000098
2012-03-06T03:53:00Z,sampleShortTrade,-0.00153999999999993,0.0003500000000000725,-0.001090000000000035
2012-03-06T07:47:00Z,sampleShortTrade,0.001869999999999983,0.004649999999999821,-0.0006099999999999994
2012-03-06T10:37:00Z,sampleShortTrade,0.0003900000000000574,0.002070000000000016,-0.000199999999999978
2012-03-06T17:58:00Z,sampleLongTrade,-0.001059999999999894,9.999999999998899e-005,-0.0001899999999999125
2012-03-07T01:58:00Z,sampleLongTrade,0.002139999999999976,0.003659999999999997,-0.000180000000000069
2012-03-07T11:00:00Z,sampleShortTrade,-0.002150000000000151,0.0007999999999999119,-0.001350000000000184
2012-03-07T12:13:00Z,sampleLongTrade,-0.001939999999999886,0.0,-0.001719999999999944
2012-03-08T03:39:00Z,sampleLongTrade,-9.999999999898545e-006,0.001880000000000104,-0.000219999999999887
2012-03-08T09:15:00Z,sampleLongTrade,0.004359999999999864,0.007859999999999978,-8.000000000008001e-005
2012-03-09T07:35:00Z,sampleShortTrade,0.004410000000000192,0.005670000000000064,-0.0004899999999998794
2012-03-09T13:08:00Z,sampleShortTrade,0.007819999999999883,0.0102199999999999,0.0
2012-03-11T18:32:00Z,sampleLongTrade,-0.001010000000000011,7.999999999985796e-005,-0.0004100000000000215
2012-03-11T20:08:00Z,sampleLongTrade,-0.001169999999999948,0.0002100000000000435,-0.0004599999999999049
2012-03-12T03:01:00Z,sampleLongTrade,-0.001099999999999934,0.0002699999999999925,-0.0003500000000000725
2012-03-12T03:28:00Z,sampleLongTrade,-0.001180000000000014,0.0,-0.000399999999999956
2012-03-12T04:32:00Z,sampleLongTrade,-0.001099999999999934,0.000280000000000058,0.0
2012-03-12T08:47:00Z,sampleLongTrade,-0.0005700000000000145,0.00275000000000003,-0.0004299999999999304
2012-03-12T10:32:00Z,sampleLongTrade,-0.002249999999999918,0.000500000000000167,-0.0009500000000000064
2012-03-12T15:46:00Z,sampleLongTrade,0.001650000000000096,0.002860000000000085,-0.000219999999999887
2012-03-12T23:09:00Z,sampleLongTrade,-0.001469999999999915,0.000260000000000149,-0.001020000000000021
2012-03-13T01:37:00Z,sampleShortTrade,-0.001090000000000091,0.0004899999999998794,-0.0004699999999999704
2012-03-13T03:10:00Z,sampleShortTrade,-0.001049999999999828,0.000100000000000211,-0.0004799999999998139
2012-03-13T11:04:00Z,sampleShortTrade,0.007570000000000021,0.0114399999999999,-4.000000000004e-005
2012-03-14T05:26:00Z,sampleLongTrade,-0.001069999999999959,0.0003899999999998904,-0.000399999999999956
