0,-0.5701617002697069,-0.3570108887864254,-0.376987858887125,-0.4994661324795139,-0.5707631323526625,-0.6285886546271398,-0.5917027026816433,-0.4266048557090592,-0.285009353795483,-0.1606004273360019,-0.1910436220463646,-0.2864333172903371,-0.3604487842059642,-0.4298484820487613,-0.468857671480058,-0.505184563887765,-0.5541726958879691,-0.5944200561386915,-0.6179708204411868,-0.6167614229399463,-0.6132951773521237,-0.6282054109046452,-0.6520482544137383,-0.6609633302698084,-0.6782588507893294,-0.6934235957347397,-0.7067578677085485,-0.7206188482154092,
1,-0.5635470715364158,-0.6518125118174688,-0.4723941417648179,-0.4986008786082091,-0.5651581212415325,-0.6264288884325088,-0.6763250518556788,-0.6501124491949644,-0.5077587025235985,-0.3816201049350906,-0.2678461667429998,-0.2941323091994918,-0.3622394382012427,-0.4205436957954207,-0.4742177954692583,-0.5088129248267396,-0.5411300279420838,-0.5820046430778513,-0.6179372692803167,-0.6397685287685592,-0.6392667730056288,-0.6368154914025107,-0.6511800663191876,-0.6721497632061474,-0.6812121162877598,-0.6975206389124843,-0.7119219211163825,-0.7246615208708439,
2,-0.8087174004842908,-0.7973879087351383,-0.8005719079542286,-0.7030720459739496,-0.7003230625902406,-0.7084475429277614,-0.7361556798812547,-0.7598325764259235,-0.7388963847491622,-0.64240749362394,-0.5508496637912744,-0.463813972644242,-0.4747965076022401,-0.5020515645580145,-0.5340851237532001,-0.5637787139699807,-0.588693687943177,-0.6122645979438504,-0.640372415244618,-0.6677744446371866,-0.6847170652246696,-0.6834489845625845,-0.6806661620340835,-0.6919004614929626,-0.7079387389189502,-0.7151413450282244,-0.72832205485775,-0.7400353062429815,
3,-0.9441565017814686,-0.9252050033485392,-0.9149330848176976,-0.8937833480736961,-0.8299195589489552,-0.8222978767365938,-0.8036960291823869,-0.8175384740363452,-0.8299053196032887,-0.8125524205793049,-0.7382401139318567,-0.6656150740304144,-0.5947915775751118,-0.5980410670255302,-0.604064089081225,-0.6204232521135901,-0.6347050220698925,-0.6531470299903819,-0.670803751499835,-0.6897635834529226,-0.7109994776942783,-0.7244687492828618,-0.7227346762478335,-0.7197742016216131,-0.728726249940355,-0.7408079887651223,-0.7466314734193297,-0.7573843380886755,
4,-0.797729969642885,-0.8784572999753446,-0.9163377627361854,-0.9319653593399221,-0.9187156906807266,-0.8838616431964711,-0.8825064852985513,-0.8560210064193294,-0.8659877304853514,-0.8747976529376718,-0.8621565572354705,-0.8034964585061095,-0.7447755431187455,-0.6863047888959217,-0.6858037852786834,-0.6795859204826366,-0.6861345025915945,-0.6902191460914778,-0.7043823894121336,-0.7180701398870476,-0.7304481475048649,-0.7472244874023001,-0.7582665442229603,-0.7563925704772989,-0.7534769449785608,-0.7607987609866758,-0.7697728040250154,-0.7746137237600727,
5,-0.7172417274099839,-0.8226633303969223,-0.8729772887401596,-0.9161095662505239,-0.936689811418595,-0.9306346980644548,-0.91453942924736,-0.9164657853819577,-0.8922119106525821,-0.8991771098727254,-0.9051479604080376,-0.8959100752937114,-0.8515329231316635,-0.806027601243295,-0.7597845973119134,-0.7565801862595845,-0.7444899695678597,-0.744531698922788,-0.7418912492656359,-0.7519522790162372,-0.7618033040062847,-0.7689955710328393,-0.7815769077756164,-0.7900456563497782,-0.7878052184665044,-0.7846952695682044,-0.7901877795822669,-0.796530679258351,
6,-0.951424625516453,-0.7708879617349793,-0.8372682134746988,-0.8686340720752813,-0.9138467256255773,-0.9364773524547758,-0.9339420703147777,-0.9307269181739858,-0.9368405430440472,-0.9143798042429721,-0.9211017656874219,-0.9267299275607485,-0.9211195609779874,-0.8870006560364224,-0.8511049016745025,-0.813853405455385,-0.8096729008620176,-0.7940255965252649,-0.7899733587696484,-0.782834272692058,-0.790305606819394,-0.7976917769842394,-0.8011497137627196,-0.8107674492116541,-0.8175187218916855,-0.8152303868240329,-0.812174256269793,-0.8164210774817029,
7,0.2826973122261672,0.09212958412482482,-0.306289572986548,-0.5037576504844495,-0.6385020119746128,-0.7232059877016147,-0.7886076545070405,-0.8231845601903041,-0.8405204648041648,-0.8650362643844187,-0.8602931882359346,-0.8779527705433905,-0.892342412106315,-0.895034194384176,-0.8701446259007152,-0.842663685817588,-0.8130761996671598,-0.8128991902660953,-0.7985684451386436,-0.7953157989812441,-0.7879986844272575,-0.7964390842706252,-0.8045721257075502,-0.8074129254783801,-0.8169418815485131,-0.8241932580964725,-0.8230955553139403,-0.8211948812916056,
8,0.5749287760870795,0.4110659763879426,0.2590463121796705,-0.1814646954138564,-0.3967498995395199,-0.5513742300457493,-0.6472558818927104,-0.7254808026141659,-0.7725104604723249,-0.8012742821803844,-0.8345239691940384,-0.8372894583765924,-0.8600903248120748,-0.8788370143338115,-0.8870108193369037,-0.869999372011368,-0.8499164948289498,-0.827255615254167,-0.8292215755503991,-0.8148020931755797,-0.8110871873566837,-0.8026502769328918,-0.8111498066130518,-0.8192378262189448,-0.8208450916871756,-0.829638405846605,-0.8368401079838246,-0.836566296928618,
9,0.6894807891411608,0.6750252460137033,0.6069769786668838,0.5191146693685815,0.07038658665885358,-0.1733431864070225,-0.3751588086573205,-0.4871109419484269,-0.5905151012586334,-0.6640698396941953,-0.7050349144054248,-0.7515755216507283,-0.7710799869331829,-0.8034469871919671,-0.8301950739329813,-0.8454342791445552,-0.8360438989002305,-0.8231461283949253,-0.80723003029824,-0.8138378241603419,-0.803016969730102,-0.8018575988038227,-0.7952074694183744,-0.8054306685439893,-0.8149800347426558,-0.8172541654435048,-0.8267599262675643,-0.834942540182002,
