0,1.3237,1.3236,1.3236,1.3236,1.3235,1.3237,1.3235,1.3234,1.3234,1.3235,1.3236,1.3237,1.3235,1.3235,1.3237,1.3236,1.3236,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,
1,1.3236,1.3236,1.3236,1.3235,1.3237,1.3235,1.3234,1.3234,1.3235,1.3236,1.3237,1.3235,1.3235,1.3237,1.3236,1.3236,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,
2,1.3236,1.3236,1.3235,1.3237,1.3235,1.3234,1.3234,1.3235,1.3236,1.3237,1.3235,1.3235,1.3237,1.3236,1.3236,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,
3,1.3236,1.3235,1.3237,1.3235,1.3234,1.3234,1.3235,1.3236,1.3237,1.3235,1.3235,1.3237,1.3236,1.3236,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,
4,1.3235,1.3237,1.3235,1.3234,1.3234,1.3235,1.3236,1.3237,1.3235,1.3235,1.3237,1.3236,1.3236,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,
5,1.3237,1.3235,1.3234,1.3234,1.3235,1.3236,1.3237,1.3235,1.3235,1.3237,1.3236,1.3236,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,1.3237,
6,1.3235,1.3234,1.3234,1.3235,1.3236,1.3237,1.3235,1.3235,1.3237,1.3236,1.3236,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,1.3237,1.3238,
7,1.3234,1.3234,1.3235,1.3236,1.3237,1.3235,1.3235,1.3237,1.3236,1.3236,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,1.3237,1.3238,1.3239,
8,1.3234,1.3235,1.3236,1.3237,1.3235,1.3235,1.3237,1.3236,1.3236,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,1.3237,1.3238,1.3239,1.324,
9,1.3235,1.3236,1.3237,1.3235,1.3235,1.3237,1.3236,1.3236,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,1.3237,1.3238,1.3239,1.324,1.324,
10,1.3236,1.3237,1.3235,1.3235,1.3237,1.3236,1.3236,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,1.3237,1.3238,1.3239,1.324,1.324,1.3239,
11,1.3237,1.3235,1.3235,1.3237,1.3236,1.3236,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,1.3237,1.3238,1.3239,1.324,1.324,1.3239,1.3239,
12,1.3235,1.3235,1.3237,1.3236,1.3236,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,1.3237,1.3238,1.3239,1.324,1.324,1.3239,1.3239,1.324,
13,1.3235,1.3237,1.3236,1.3236,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,1.3237,1.3238,1.3239,1.324,1.324,1.3239,1.3239,1.324,1.3239,
14,1.3237,1.3236,1.3236,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,1.3237,1.3238,1.3239,1.324,1.324,1.3239,1.3239,1.324,1.3239,1.324,
15,1.3236,1.3236,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,1.3237,1.3238,1.3239,1.324,1.324,1.3239,1.3239,1.324,1.3239,1.324,1.324,
16,1.3236,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,1.3237,1.3238,1.3239,1.324,1.324,1.3239,1.3239,1.324,1.3239,1.324,1.324,1.3239,
17,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,1.3237,1.3238,1.3239,1.324,1.324,1.3239,1.3239,1.324,1.3239,1.324,1.324,1.3239,1.3239,
18,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,1.3237,1.3238,1.3239,1.324,1.324,1.3239,1.3239,1.324,1.3239,1.324,1.324,1.3239,1.3239,1.3239,
