-0.0001667175773550012,
-0.0012516633245495189,
-0.007080438091987989,
-0.029827758481776986,
-0.09174031120227881,
-0.19822223516966717,
-0.27355674915879963,
-0.15794172068555132,
0.20253479121963644,
0.5572710421919109,
0.5572710421919109,
0.20253479121963644,
-0.15794172068555132,
-0.27355674915879963,
-0.19822223516966717,
-0.09174031120227881,
-0.029827758481776986,
-0.007080438091987989,
-0.0012516633245495189,
-0.0001667175773550012,
