-0.0006689305101192819,
-0.021344241245400155,
-0.2000649212948913,
-0.3519740302085945,
0.5740587662433106,
0.5740587662433106,
-0.3519740302085945,
-0.2000649212948913,
-0.021344241245400155,
-0.0006689305101192819,
